// overflow areas start at 449000, with 100 lines for each scenario starting at 
// 449000 + (scenarioNo - 1) * 100

//
// Scenario One
//

447831 "<RED>King Agis: The Athenians have received reinforcements from Torone — a city so stout, even Brasidas could not capture it."
447832 "<RED>King Agis: The Athenians have received reinforcements from Dium — a city so stout, even Brasidas could not capture it."
447833 "<RED>King Agis: Your temperament troubles me, Lysander. You ought to know that the gods cannot abide excess: excess of glory, excess of spirit, excess of cruelty."
447834 "<RED>Lysander: Perhaps I am more beloved of the gods than you think, Agis — they have not ceased to deliver me victories."
447835 "<ORANGE>Cyrus: My spies tell me that the Athenians are trying to rebuild their fleet. Do not let them undo your good work."
447836 "<ORANGE>Cyrus: My spies report feverish activity in the Athenian dockyards. Crush their navy before they retake the seas."
447837 "<ORANGE>Cyrus: The Athenians have almost succeeded in regaining their naval dominance. Stop them!"
447838 "<RED>Lysander: Stop those supply ships getting through to Athens! I want them chewing on boiled leather, not feasting on the riches of their empire."
447839 "<RED>Lysander: Why should I not celebrate my glory? Lesser men than I have had their likenesses carved in bronze."
447840 "<RED>Lysander: Hate me if you will, so long as you fear me."
447841 "<RED>Lysander: We have surrounded Athens. Now hold these positions until our starving foes beg for relief."
447842 "<RED>Lysander: Here they come, with the wild-eyed ferocity of desperate men. Plant your feet and do not let them push you back!"
447843 "<RED>Lysander: I hear the starving Athenians howling for relief. They will soon break."
447844 "<RED>Lysander: They surrender. They beg for surrender! I have triumphed!"
447845 "<RED>Lysander: Oh, how I have longed to see the acropolis spattered with blood. "
447846 "<RED>Lysander: The acropolis is mine! Bow, Athenians — bow before your conqueror."
447847 "<RED>King Agis: You would do well to remember that this victory belongs to Sparta, not to you alone."
447848 "<RED>Lysander: No. This is my victory. I destroyed their fleet, I starved their city — they came begging for mercy to me. And I will have the glory that is owed me. I will have my name remembered!"
447849 "21. The Fall of Athens"
447850 "Attica, 404 BCE"
447851 "The Peloponnesian War reaches its grim conclusion as Lysander prepares to starve out the city of Athens. But overcoming desperate men is never an easy task..."
447852 "King Agis"
447853 "Athenian Allies"
447854 "Storehouse"
447855 "Cyrus's Treasure Ship"
447856 "Cyrus's Treasure"
447857 "+ Capture the Acropolis of Athens"
447858 "+ Capture and hold <TW>/3 Athenian Storehouses to starve the city."
447859 "+ Capture the Monument on the Acropolis by defeating surrounding enemy units"
447860 "+ Capture and hold <TW>/3 Athenian Storehouses by defeating all surrounding enemy units. Holding the Storehouses will starve the Athenians into surrender."
447861 "+ Do not let the Athenians build 80 warships.\nAthenian warships: <Military Population, 4>/80"
447862 "- Destroy the Forts at Eleusis so that King Agis can establish a base."
447863 "+ Build your own Fort at Eleusis to claim the town."
447864 "+ Build your own Fort at Eleusis to claim the city as a base for King Agis and to access special technologies at your Wonder."
447865 "- Special technologies enabled at your Wonder -"
447866 "- Defeat Athenian allies to access special technologies at the Wonder."
447867 "- Defeat Athenian allies (destroy their Forts) to access special mutually-exclusive technologies which can be researched at a Wonder."
447868 "- Build your own Forts in cities to claim them as your own and access further unique technologies at your Wonder."
447869 "- Choose a mutually-exclusive technology at your Wonder."
447870 "+ <RED> Hold Storehouses for %d to starve out Athens."
447871 "- Sink Athenian Supply Ships to deny the enemy resources."
447872 "- Build a Wonder to access special technologies."
447873 "- Escort Cyrus's Treasure Ship to your base."
447874 "- Use a Priestess to bring Cyrus's Treasure to your Temple."
447875 "- Defeat the Athenian Allies' ships."
447876 "- Recruit Polycritus's Flagship at the Dock."
447877 "Hipparchs"
447878 "Research <b>Hipparchs<b> (<cost>)\nMelee Cavalry gain +5 attack."
447879 "War Dances"
447880 "Research <b>War Dances<b> (<cost>)\nInfantry gain +4 attack."
447881 "Hippotoxotai"
447882 "Research <b>Hippotoxotai<b> (<cost>)\nCavalry archers gain +1 range, +1 attack."
447883 "Othismos"
447884 "Research <b>Othismos<b> (<cost>)\nInfantry damage adjacent units."
447885 "Reinforced Prow"
447886 "Research <b>Reinforced Prow<b> (<cost>)\nShips receive +1 normal/+1 pierce armor."
447887 "Forced Levies"
447888 "Research <b>Forced Levies<b> (<cost>)\nSwordsman-line gold cost is replaced by additional food cost."
447889 "Thessalian Warhorses"
447890 "Research <b>Thessalian Warhorses<b> (<cost>)\nCavalry receive +1 normal/+1 pierce armor."
447891 "Lysander's Furor"
447892 "Research <b>Lysander's Furor<b> (<cost>)\nSiege Workshop units gain +40% HP."
447893 "Double Wine Rations"
447894 "Research <b>Double Wine Rations<b> (<cost>)\nInfantry get an attack bonus vs. cavalry."
447895 "Harmosts"
447896 "Research <b>Harmosts<b> (<cost>)\nFarmers slowly generate gold in addition to food."
447897 "Paean"
447898 "Research <b>Paean<b> (<cost>)\nInfantry and cavalry attacks ignore armor."
447899 "Black Broth"
447900 "Research <b>Black Broth<b> (<cost>)\nInfantry (except Spearman-line) +30 HP, Priestesses +100% heal speed."
447901 "Create <b>Polycritus's Flagship<b> (<cost>)\nRestore this legendary Aeginetan's ship.\nCan only be created once."
447902 "- Hipparchs researched. -"
447903 "- War Dances researched. -"
447904 "- Hippotoxotai researched. -"
447905 "- Othismos researched. -"
447906 "- Reinforced Prow researched. -"
447907 "- Forced Levies researched. -"
447908 "- Thessalian Warhorses researched. -"
447909 "- Forced Levy researched. -"
447910 "- Lysander's Furor researched. -"
447911 "- Double Wine Rations researched. -"
447912 "- Harmosts researched. -"
447913 "- Paean researched. -"
447914 "- Black Broth researched. -"
447915 "- Athenian allies have arrived. -"
447916 "- Reinforcements from Scione aid Athens. -"
447917 "- Reinforcements from Potidaea aid Athens. -"
447918 "- Reinforcements from Torone aid Athens. -"
447919 "- Reinforcements from Dium aid Athens. -"
447920 "- Polycritus's Flagship is yours. -"
447921 "- Cyrus's Relic Ship has arrived. -"
447922 "- Defend Cyrus's Relic Ship from Athens! -"
447923 "- Retrieve Cyrus's Gold Relic. -"
447924 "- You have Cyrus's Gold Relic. -"
447925 "- Aid from the Milesian Oligarchs has arrived. -"
447926 "- The Athenians have begun rebuilding their fleet! -"
447927 "- The Athenians have rebuilt half their fleet! -"
447928 "- The Athenians have almost rebuilt their fleet! -"
447929 "- Eleusis is now King Agis's base. -"
447930 "- Plataea is now yours. -"
447931 "- Salamis is now yours. -"
447932 "- Aegina is now at your command. -"
447933 "- Psyttaleia is now yours. -"
447934 "- The Piraeus is now yours. -"
447935 "- Destroy the Athenian shipyards to stop them rebuilding their navy."
447936 "1. The Athenians cannot be allowed to regain naval supremacy. Keep the Athenian navy's numbers below 80. Destroy their Shipyards to stop them from rebuilding their fleet.\n\n2. Take Eleusis so that King Agis can establish a base; he will be a useful ally.\n\n3. This scenario features special technologies which can be researched at a Wonder if you build one. Each player you conquer will enable extra technologies. You can defeat Athenian allies by destroying their Forts and Town Centers. However, to defeat the Athenian Navy, you must destroy their Forts, Shipyards and Ports.\n\n4. Athens is well-fortified; you are strongly advised to take the city through starvation. To do so, capture and hold the three Storehouses outside the city. Be warned: the desperate Athenians will attempt to retake them!"
447937 "<RED>Starvation victory in %d"
447938 "Retake the Storehouses to resume starving the Athenians out!"
447939 "Mercenary Axeman"
447940 "Mercenary Cavalry"
447941 "Mercenary Infantry"
447942 "Mercenary Archer"
447943 "Mercenary Axe Cavalry"
447944 "Mercenary Skirmisher"
447945 "Mercenary Slinger"
447946 "New technologies available at the Wonder."
447947 "Skirmisher Cavalry"
447948 "Starving Villager"
447949 "Remember: build a Wonder to access powerful special technologies!"
447950 "Remember: you can research powerful special technologies at the Wonder!"
447951 "- Lysander's stats increased -"
447952 "<RED> Hold the Acropolis for %d"
447953 "- Use flares to direct Agis' forces."
447954 "- Oracle looted. Athens will no longer train new Priestesses. -"
447955 "The Athenians will be victorious if they can rebuild their fleet! Destroy their ships before they have the chance."
447956 "- Conquering Athenian allies will unlock powerful special technologies at the wonder. -"
447957 "<b>Starving Villager<b>\nAthenian civilian, weakened by famine and desperate enough to fight Spartan soldiers. Weak vs. all military units.\n<hp> <attack> <armor> <piercearmor> <range>"

//
//Multi-scenario lines
//

448000 "<ORANGE>Artaphernes: Daiva-worshipping dogs! I'm injured!"
448001 "<ORANGE>Artaphernes: By Mithra, that hurts! Fetch the physician!"
448002 "<ORANGE>Artaphernes: I am wounded."
448003 "<ORANGE>Artaphernes: These wounds will need stitching."
448004 "<ORANGE>Artaphernes: These wounds are too great… I must withdraw."
448005 "<ORANGE>Artaphernes: I must recover from these wounds."
448006 "<ORANGE>Datis: A wise soldier knows when to pull back and treat his wounds."
448007 "<ORANGE>Datis: I am wounded! Fetch chicory and sweet violet."
448008 "<ORANGE>Datis: I am struck down!"
448009 "<ORANGE>Datis: My wounds are too great — I withdraw for now."
448010 "<ORANGE>Datis: I am wounded."
448011 "<ORANGE>Datis: Ahuramazda aid me — these wounds are deep."
448012 "<BLUE>Themistocles: I've been wounded!"
448013 "<BLUE>Themistocles: Athena shelter me — I am wounded."
448014 "<BLUE>Themistocles: I must recover from these wounds."
448015 "<BLUE>Themistocles: Thundering Zeus, that hurts!"
448016 "<BLUE>Themistocles: My ship runs aground!"
448017 "<BLUE>Themistocles: Abandon ship!"
448018 "<BLUE>Themistocles: My ship is lost!"
448019 "<BLUE>Themistocles: Swim back to port — the ship is lost!"
448020 "<BLUE>Aristides: I am wounded."
448021 "<BLUE>Aristides: I am injured! "
448022 "<BLUE>Aristides: I must withdraw."
448023 "<BLUE>Aristides: O Zeus, give me strength to overcome these wounds."
448024 "<BLUE>Aristides: Once I've healed, I shall repay these injuries tenfold!"
448025 "<BLUE>Aristides: These wounds are too great even for me to bear."
448026 "<RED>Brasidas: I am wounded."
448027 "<RED>Brasidas: My body may be wounded, but my spirit is strong."
448028 "<RED>Brasidas: You may injure me, but you will never defeat me."
448029 "<RED>Brasidas: These injuries will not detain me long!"
448030 "<RED>Brasidas: Get the physician, quick — Sparta needs me!"
448031 "<RED>Lysander: By the Twin Gods, that stings!"
